ClientId: 1010
Lamp 9/22
MovieRental 10/8
Shoes 6/18
Shoes 3/19
Shoes 6/7
Textbook 3/26
Lamp 7/24
Phone 6/3
Textbook 9/26
Phone 7/2
Shoes 8/23
Phone 12/7
Shoes 10/13
Song 7/20
Blu-Ray 4/25
Phone 9/3
Blu-Ray 7/14
Blu-Ray 3/3
Textbook 4/8
Shoes 2/26
Phone 10/24
Lamp 10/9
MovieRental 2/18
Song 4/13
Song 1/6
Shoes 3/13
Textbook 10/17
Textbook 6/24
Textbook 11/4
Song 10/19
Lamp 12/10
Phone 10/8
Textbook 12/14
Textbook 7/4
Lamp 9/13
Shoes 11/11
MovieRental 8/11
MovieRental 2/24
Shoes 8/16
Lamp 9/25
Lamp 10/16
Phone 5/26
Song 10/5
Blu-Ray 12/4
Textbook 7/20
Song 6/25
Song 11/24
MovieRental 11/2
Lamp 6/24
Phone 9/8
MovieRental 4/3
Blu-Ray 2/3
Phone 2/11
Lamp 7/11
MovieRental 5/3
Song 12/24
Textbook 3/2
Phone 4/1
Lamp 3/24
Song 3/22
Blu-Ray 7/10
Textbook 12/8
Shoes 12/4
MovieRental 8/15
Textbook 5/17
Blu-Ray 8/18
Blu-Ray 10/25
Phone 11/1
Shoes 1/1
Blu-Ray 4/23
MovieRental 10/22
MovieRental 4/26
Song 11/16
MovieRental 9/23
Phone 2/13
Blu-Ray 5/15
Lamp 9/25
Song 1/5
Lamp 10/6
MovieRental 9/24
MovieRental 4/4
Song 9/8
MovieRental 10/7
Lamp 12/24
Blu-Ray 10/19
Shoes 9/22
Song 12/17
Blu-Ray 1/18
Blu-Ray 7/22
Lamp 11/21
Song 9/7
MovieRental 10/20
Shoes 3/23
Blu-Ray 2/26
Lamp 8/23
Shoes 8/19
Blu-Ray 11/4
Song 2/11
MovieRental 3/7
Shoes 7/11
Lamp 8/10
Phone 1/11
Shoes 8/18
Textbook 7/3
Textbook 8/5
Blu-Ray 1/19
Phone 1/2
Phone 1/7
Shoes 2/14
Blu-Ray 5/1
Shoes 12/20
Lamp 9/2
Textbook 1/13
Song 7/15
Shoes 8/10
Shoes 6/13
Song 12/22
Blu-Ray 1/15
Phone 12/12
Textbook 5/5
Phone 9/19
Lamp 7/1
MovieRental 7/12
Blu-Ray 10/11
Song 7/1
Phone 8/3
MovieRental 3/22
MovieRental 4/4
Lamp 11/14
Blu-Ray 11/25
Textbook 11/12
Shoes 4/9
Textbook 11/20
Lamp 10/16
Song 2/16
Song 2/6
Song 6/15
Song 3/22
Phone 1/3
Lamp 5/26
MovieRental 8/15
Textbook 9/3
Shoes 6/2
Blu-Ray 1/17
Lamp 6/26
Shoes 10/23
Textbook 8/17
Textbook 2/11
Shoes 2/4
Blu-Ray 10/12
MovieRental 8/15
Song 7/4
Shoes 9/13
Textbook 3/23
Lamp 12/2
Textbook 4/6
Lamp 2/12
Shoes 3/5
Song 6/5
MovieRental 10/23
Song 3/1
Phone 4/14
Shoes 5/14
Lamp 10/22
MovieRental 8/25
Phone 3/23
Shoes 2/21
Blu-Ray 2/12
Blu-Ray 8/8
Blu-Ray 9/25
Lamp 3/17
MovieRental 12/9
Phone 7/6
MovieRental 10/9
MovieRental 11/18
Lamp 8/21
Textbook 1/24
Phone 4/18
Shoes 8/5
Blu-Ray 1/2
MovieRental 5/9
Phone 8/11
Song 2/6
Phone 7/1
Song 11/17
Phone 4/19
Song 10/19
Textbook 8/12
Blu-Ray 1/23
Textbook 2/25
MovieRental 12/10
Textbook 5/22
Textbook 9/11
Lamp 5/15
Shoes 11/9
Shoes 1/1
Phone 12/1
MovieRental 6/15
Phone 1/1
Textbook 1/1
Song 10/19
Blu-Ray 9/1
Lamp 11/4
Textbook 7/10
Blu-Ray 9/1
Textbook 10/6
Phone 11/6
MovieRental 6/20
Blu-Ray 1/25
Textbook 3/6
Textbook 6/5
Phone 2/11
MovieRental 5/9
Blu-Ray 12/13
Shoes 2/13
Lamp 5/5
Shoes 12/26
Song 3/17
Shoes 8/20
Phone 5/22
Textbook 4/18
Song 2/25
Phone 3/4
Lamp 5/5
Song 1/24
Textbook 6/6
Phone 12/6
Lamp 4/13
Phone 3/5
Song 9/14
Phone 1/4
Textbook 9/4
Blu-Ray 8/17
Textbook 5/17
Lamp 2/25
Lamp 10/20
MovieRental 4/1
Phone 4/23
MovieRental 7/4
MovieRental 11/8
Phone 11/8
Shoes 1/2
Textbook 1/10
Blu-Ray 6/2
Lamp 2/21
Phone 9/7
MovieRental 9/6
Lamp 9/11
Phone 11/26
MovieRental 2/5
Blu-Ray 2/16
Lamp 5/13
MovieRental 11/3
Lamp 2/12
MovieRental 11/20
MovieRental 2/4
MovieRental 5/13
Textbook 3/18
Song 7/3
Textbook 8/21
Blu-Ray 4/19
Shoes 4/9
Textbook 10/7
Lamp 5/11
Blu-Ray 11/11
Shoes 11/16
Song 2/17
Phone 8/1
Song 9/23
Textbook 5/22
Phone 3/11
Shoes 7/5
Song 5/2
Shoes 8/10
MovieRental 5/1
Blu-Ray 5/14
Blu-Ray 7/23
Blu-Ray 4/15
Textbook 10/17
Shoes 4/5
Blu-Ray 1/10
