ClientId: 1034
Song 12/25
MovieRental 9/20
Blu-Ray 3/17
Lamp 10/6
Shoes 6/6
Shoes 3/3
Song 8/21
Phone 2/9
Phone 10/1
Textbook 1/13
MovieRental 11/21
MovieRental 12/22
Shoes 5/24
MovieRental 3/23
MovieRental 12/15
Song 2/23
Song 3/3
Textbook 2/17
Blu-Ray 4/21
Blu-Ray 8/10
Song 8/24
MovieRental 7/4
MovieRental 9/7
Song 5/9
Shoes 12/8
Blu-Ray 7/5
Phone 10/11
Textbook 8/12
MovieRental 8/20
Shoes 12/23
MovieRental 5/2
Phone 11/8
Lamp 12/20
Song 9/3
Textbook 11/3
Phone 3/5
Song 3/14
MovieRental 8/16
Blu-Ray 1/16
Blu-Ray 1/5
Phone 2/25
MovieRental 11/12
Song 8/17
Phone 5/8
Lamp 4/6
Blu-Ray 2/18
MovieRental 7/13
Textbook 10/14
Lamp 1/10
Textbook 11/18
Blu-Ray 9/21
MovieRental 3/26
Song 5/13
Phone 10/12
Phone 3/25
MovieRental 5/22
Textbook 4/14
Textbook 1/23
Textbook 1/19
Textbook 5/26
Song 4/16
MovieRental 12/21
Blu-Ray 8/17
Blu-Ray 8/6
Shoes 10/21
MovieRental 7/9
Song 4/3
Lamp 10/16
Lamp 8/2
Blu-Ray 9/20
Shoes 7/25
Phone 5/2
Textbook 12/24
Song 8/11
Textbook 9/26
Song 11/19
Shoes 2/25
Textbook 11/25
Shoes 12/18
Phone 7/12
MovieRental 10/18
Phone 12/22
Lamp 8/3
Song 9/8
MovieRental 9/13
Song 12/5
Blu-Ray 8/13
Song 4/19
Lamp 7/21
Song 4/3
Song 5/25
Lamp 2/24
Blu-Ray 2/24
Phone 2/7
MovieRental 1/17
Shoes 11/25
Phone 11/3
Blu-Ray 1/26
Textbook 8/3
Blu-Ray 7/26
Lamp 5/26
Song 11/12
Phone 2/4
Lamp 2/18
Lamp 3/2
Phone 1/17
MovieRental 8/17
Blu-Ray 1/26
MovieRental 2/2
Shoes 1/26
Lamp 12/12
Shoes 4/13
MovieRental 1/19
Phone 3/3
Phone 1/16
MovieRental 7/1
Textbook 5/2
Textbook 5/9
MovieRental 9/11
Phone 2/16
Textbook 5/2
Textbook 10/15
Song 10/6
MovieRental 1/17
Blu-Ray 4/10
Song 10/22
Song 12/9
Song 1/25
Phone 1/20
Shoes 9/2
MovieRental 9/10
