ClientId: 1012
Textbook 5/10
Song 8/17
MovieRental 6/11
Shoes 5/15
Song 8/1
Lamp 5/20
MovieRental 9/16
Blu-Ray 1/18
Lamp 6/7
Blu-Ray 3/10
Phone 5/4
Blu-Ray 11/4
Lamp 4/22
Song 9/26
MovieRental 3/4
Song 5/22
Textbook 12/18
Lamp 6/19
MovieRental 5/4
Shoes 10/23
Shoes 11/18
Song 1/2
MovieRental 5/2
MovieRental 1/12
Textbook 8/1
Song 9/17
MovieRental 2/1
Song 5/14
Song 4/8
Phone 4/21
Phone 2/15
MovieRental 2/8
Shoes 6/9
Shoes 8/11
Textbook 10/16
Textbook 4/10
Blu-Ray 12/25
MovieRental 3/15
Blu-Ray 5/17
MovieRental 7/1
Textbook 12/12
Lamp 12/2
Shoes 1/15
Blu-Ray 4/10
Shoes 12/24
Phone 12/2
Shoes 5/1
Phone 6/5
Textbook 4/26
Phone 6/10
Phone 9/7
Song 1/8
Song 7/25
Song 8/23
Lamp 9/22
Song 4/4
MovieRental 6/12
MovieRental 9/25
MovieRental 4/4
Textbook 6/10
Blu-Ray 6/25
Blu-Ray 8/11
Blu-Ray 1/7
Lamp 4/18
Lamp 12/24
MovieRental 3/10
MovieRental 2/26
Phone 1/23
Blu-Ray 10/21
Phone 5/2
MovieRental 4/16
Lamp 3/13
Shoes 9/11
Song 12/26
Lamp 8/22
MovieRental 10/23
Shoes 2/18
Textbook 2/4
Shoes 12/15
Phone 12/15
Textbook 3/8
Blu-Ray 4/18
Blu-Ray 8/7
Textbook 5/7
MovieRental 6/24
Phone 4/5
Textbook 5/3
Blu-Ray 12/13
Shoes 2/9
Blu-Ray 3/10
MovieRental 3/20
Song 6/8
MovieRental 2/10
Textbook 8/15
Lamp 10/3
Blu-Ray 10/1
Lamp 7/22
Shoes 3/8
Textbook 2/25
Textbook 6/15
Shoes 1/26
MovieRental 3/12
Shoes 8/19
Phone 6/26
Blu-Ray 10/5
Phone 7/6
Textbook 10/7
Lamp 11/24
Phone 4/11
Textbook 3/7
Song 4/11
MovieRental 12/24
Lamp 1/15
Textbook 8/5
Textbook 5/11
Blu-Ray 5/22
Shoes 9/23
Song 10/26
MovieRental 1/18
Shoes 4/1
Blu-Ray 3/10
Phone 2/4
Textbook 12/18
MovieRental 2/26
Phone 5/23
Song 4/8
Song 11/25
Shoes 2/10
Blu-Ray 6/21
Phone 6/7
Phone 11/24
Blu-Ray 9/16
Textbook 3/2
Song 4/21
MovieRental 3/19
Shoes 7/24
Song 10/17
Textbook 9/11
MovieRental 8/9
MovieRental 2/11
MovieRental 3/26
Lamp 11/6
Blu-Ray 1/9
Shoes 5/25
Song 1/5
Lamp 2/1
Textbook 5/1
Lamp 11/3
MovieRental 5/6
Blu-Ray 5/1
Lamp 12/13
Lamp 5/14
Textbook 5/9
Blu-Ray 11/3
Song 9/7
MovieRental 2/21
Shoes 11/21
Textbook 6/8
MovieRental 6/5
Blu-Ray 3/8
Phone 6/19
Shoes 2/12
Shoes 4/14
MovieRental 4/8
Lamp 11/6
Lamp 9/19
Blu-Ray 11/13
MovieRental 10/25
Song 6/10
Textbook 6/19
Shoes 1/19
Textbook 10/24
Blu-Ray 11/2
Phone 9/24
Textbook 10/25
Phone 11/7
Blu-Ray 11/7
Lamp 10/8
Blu-Ray 11/12
Lamp 9/26
Phone 12/26
Song 6/16
Shoes 3/9
Shoes 2/12
Lamp 9/10
Lamp 4/7
Song 9/3
Shoes 6/6
Lamp 9/2
MovieRental 12/1
Lamp 5/5
Textbook 2/7
Blu-Ray 10/18
Lamp 6/23
Textbook 6/9
Shoes 5/20
Lamp 9/16
Phone 1/1
Song 4/7
Textbook 4/7
Phone 5/23
Phone 3/9
Lamp 9/15
Shoes 1/23
MovieRental 5/24
Phone 6/2
Textbook 12/2
MovieRental 3/23
Shoes 1/24
Lamp 1/20
Blu-Ray 7/1
Blu-Ray 4/21
MovieRental 4/12
Shoes 1/10
Shoes 7/6
Shoes 12/5
Phone 7/13
Song 10/22
Blu-Ray 9/22
Lamp 10/9
Phone 1/1
Phone 2/2
Phone 9/15
Shoes 1/22
Shoes 11/12
Song 2/4
Shoes 3/20
Lamp 5/9
MovieRental 9/21
Song 2/26
Shoes 12/23
Shoes 5/25
Song 4/18
Phone 10/21
Lamp 1/14
Song 1/15
Textbook 11/1
Blu-Ray 5/7
Shoes 7/12
Blu-Ray 12/11
Textbook 4/22
Shoes 10/25
Lamp 1/26
MovieRental 12/3
Song 11/10
Song 2/13
Textbook 10/6
MovieRental 2/13
Phone 2/25
Blu-Ray 6/1
Shoes 7/10
Lamp 1/8
Lamp 4/26
Shoes 10/3
Lamp 5/14
Phone 4/21
Shoes 5/8
Lamp 3/13
Song 9/26
MovieRental 4/9
Blu-Ray 3/15
Blu-Ray 9/17
Textbook 9/11
Blu-Ray 3/10
Blu-Ray 2/18
Textbook 5/25
Shoes 8/11
Shoes 11/9
Blu-Ray 11/18
Shoes 11/24
Lamp 6/7
Blu-Ray 7/21
Shoes 2/26
MovieRental 9/15
Phone 9/18
Shoes 1/2
Textbook 3/6
Song 4/6
MovieRental 12/24
Textbook 4/9
