ClientId: 1028
Textbook 5/16
Textbook 6/18
Blu-Ray 11/20
Blu-Ray 11/25
Shoes 2/10
Shoes 4/10
MovieRental 3/18
Shoes 9/13
Song 12/23
Shoes 12/13
Blu-Ray 1/23
Textbook 5/20
Phone 1/15
Blu-Ray 4/6
Song 5/9
Textbook 9/9
Song 8/18
Shoes 12/9
Song 8/4
Lamp 10/23
Lamp 9/20
Lamp 6/23
Phone 11/10
Lamp 3/15
Phone 10/16
Song 11/5
Song 11/5
MovieRental 4/22
Textbook 4/5
Song 3/1
Song 6/3
Phone 7/26
Textbook 10/5
Textbook 1/11
Blu-Ray 4/23
Shoes 3/14
Textbook 12/16
MovieRental 1/2
Textbook 9/17
Textbook 2/16
Phone 2/5
Lamp 3/4
Blu-Ray 7/26
Lamp 6/24
Textbook 4/16
Blu-Ray 5/8
Blu-Ray 1/11
Lamp 7/13
MovieRental 9/1
Lamp 4/13
MovieRental 7/13
Lamp 3/2
Shoes 3/26
Phone 12/24
Lamp 10/6
Song 2/23
Shoes 9/12
Textbook 7/20
Blu-Ray 8/15
Textbook 9/18
Shoes 9/2
Song 1/19
Lamp 8/15
Song 7/16
Shoes 6/21
Lamp 10/8
Textbook 8/7
Shoes 8/6
Blu-Ray 2/1
Lamp 7/13
Lamp 8/7
Lamp 11/5
MovieRental 6/16
Lamp 6/19
Textbook 2/12
Blu-Ray 2/2
Song 1/9
Shoes 2/17
Lamp 5/26
Blu-Ray 4/14
Song 7/14
Textbook 8/17
Phone 7/10
Phone 3/25
Blu-Ray 11/21
Textbook 6/18
Blu-Ray 11/4
Textbook 12/3
Lamp 12/9
Lamp 1/20
Blu-Ray 8/15
Blu-Ray 4/5
MovieRental 3/18
Blu-Ray 9/26
Lamp 11/16
Lamp 9/17
MovieRental 1/6
Song 12/16
MovieRental 10/19
Shoes 2/6
Shoes 8/25
MovieRental 11/20
Textbook 6/4
Phone 8/17
Shoes 11/16
MovieRental 3/16
Blu-Ray 7/14
Shoes 3/12
Phone 10/1
Lamp 12/25
Textbook 2/26
MovieRental 5/9
Shoes 9/19
Blu-Ray 9/13
MovieRental 6/7
Blu-Ray 6/21
Lamp 10/9
Textbook 3/12
Shoes 9/18
Textbook 3/21
Blu-Ray 6/19
MovieRental 11/3
Shoes 4/14
Blu-Ray 1/21
Textbook 5/26
Lamp 3/20
Phone 3/10
Shoes 4/22
Phone 6/8
Song 1/20
Shoes 2/9
Shoes 1/9
MovieRental 6/5
Song 5/20
Lamp 3/26
MovieRental 10/23
Textbook 5/13
Song 9/13
Blu-Ray 4/16
Lamp 7/26
Song 2/4
Phone 10/23
Lamp 3/25
Blu-Ray 9/3
Lamp 12/2
Shoes 1/25
Blu-Ray 2/20
Lamp 12/2
MovieRental 6/17
Song 12/23
MovieRental 2/14
Phone 10/5
Phone 12/10
Lamp 12/20
Lamp 7/26
Phone 12/14
Shoes 1/20
Song 4/7
Shoes 8/24
Song 12/21
Shoes 9/19
MovieRental 8/14
Phone 12/8
Textbook 5/21
Lamp 8/20
MovieRental 4/17
Song 5/8
MovieRental 12/17
Phone 1/20
Shoes 4/2
Blu-Ray 11/3
Lamp 8/23
Textbook 5/15
Blu-Ray 5/11
Song 3/23
Textbook 4/18
Blu-Ray 11/13
Phone 10/3
Lamp 6/20
MovieRental 8/6
Song 1/26
Lamp 5/22
Phone 4/9
Blu-Ray 7/18
MovieRental 10/4
MovieRental 12/16
MovieRental 5/18
Textbook 1/13
Phone 6/6
Textbook 4/12
Song 1/14
Shoes 2/3
Lamp 12/5
Song 6/16
Phone 5/8
Textbook 1/22
Phone 6/4
Textbook 5/24
Textbook 7/10
Blu-Ray 2/1
Blu-Ray 11/15
Shoes 12/23
Song 4/15
Phone 8/23
Textbook 7/7
MovieRental 1/4
Song 5/19
Textbook 11/24
Phone 7/9
MovieRental 3/9
Blu-Ray 3/10
Lamp 12/11
Phone 5/11
Lamp 5/8
Phone 7/8
Song 10/5
Shoes 10/20
Song 11/9
Lamp 2/15
MovieRental 4/25
Phone 12/23
Blu-Ray 11/24
Lamp 11/24
Phone 9/17
MovieRental 8/11
Textbook 1/17
MovieRental 8/6
Lamp 3/15
Textbook 12/20
Blu-Ray 8/15
Lamp 8/9
Textbook 1/12
Song 2/15
Phone 1/16
Shoes 1/11
Song 12/20
Lamp 4/11
Textbook 6/6
MovieRental 10/10
MovieRental 10/1
Blu-Ray 4/22
Textbook 8/7
Blu-Ray 3/19
Shoes 2/18
Song 8/1
Phone 9/16
Lamp 9/11
