ClientId: 1009
MovieRental 1/12
Song 11/19
Textbook 5/22
Lamp 8/20
Lamp 1/12
MovieRental 11/14
Blu-Ray 11/22
MovieRental 4/11
Shoes 2/19
MovieRental 9/1
Textbook 3/5
Blu-Ray 2/4
Shoes 11/2
Textbook 12/18
Song 1/3
Lamp 7/23
Phone 8/10
Blu-Ray 4/8
Blu-Ray 6/25
Shoes 9/5
MovieRental 7/9
Phone 5/23
Textbook 6/24
MovieRental 11/1
Textbook 6/20
Song 8/26
Blu-Ray 9/22
Shoes 1/21
Shoes 6/12
MovieRental 1/2
Shoes 6/10
Lamp 1/26
MovieRental 5/9
Lamp 10/19
Shoes 7/4
Shoes 9/25
Song 12/22
Shoes 1/17
Shoes 11/16
MovieRental 5/3
Song 1/26
Lamp 2/21
MovieRental 5/1
Shoes 5/22
Blu-Ray 11/6
Textbook 3/3
Blu-Ray 10/16
Song 3/5
MovieRental 5/19
MovieRental 5/18
Song 7/19
Shoes 6/23
Blu-Ray 8/5
Shoes 1/4
MovieRental 9/7
MovieRental 10/6
Lamp 2/25
Phone 8/19
Blu-Ray 7/23
Phone 9/26
Blu-Ray 8/12
Song 5/12
Lamp 10/8
Song 9/22
Blu-Ray 11/20
Shoes 3/21
Shoes 11/9
Shoes 5/14
Shoes 11/5
Lamp 7/8
Phone 9/24
Lamp 10/12
Phone 9/21
Shoes 8/11
Lamp 5/2
Textbook 1/26
Phone 7/13
Shoes 2/13
Phone 8/1
Song 9/26
Phone 3/21
Blu-Ray 10/19
Blu-Ray 1/7
Song 3/13
Shoes 5/14
Phone 4/17
Textbook 1/23
Lamp 4/19
Shoes 1/3
Textbook 12/18
MovieRental 3/20
MovieRental 4/14
Lamp 9/12
Textbook 10/11
Blu-Ray 1/22
Blu-Ray 9/15
Phone 3/22
Shoes 4/25
Lamp 4/22
Blu-Ray 7/12
Song 4/23
Song 9/20
Textbook 8/7
Lamp 2/13
Blu-Ray 9/3
Song 12/9
Phone 10/19
Textbook 10/26
Textbook 3/21
Shoes 4/21
Textbook 11/12
Song 7/16
Blu-Ray 11/20
MovieRental 12/25
Blu-Ray 6/23
MovieRental 1/10
Shoes 4/12
Textbook 9/16
Shoes 8/14
MovieRental 2/14
Blu-Ray 2/17
Shoes 7/22
Shoes 3/7
Phone 11/16
Textbook 11/7
Textbook 12/16
Lamp 6/2
Lamp 11/3
Textbook 3/8
Song 2/19
Textbook 9/15
Textbook 3/5
Blu-Ray 9/4
Song 7/26
Lamp 2/7
MovieRental 10/8
Blu-Ray 6/15
Song 1/10
Textbook 12/15
MovieRental 9/16
MovieRental 7/9
Lamp 2/3
Lamp 10/23
Phone 7/15
Blu-Ray 11/21
Lamp 11/17
Lamp 12/22
Lamp 3/8
Phone 2/20
Lamp 7/19
Blu-Ray 10/15
Song 3/8
Phone 1/18
Phone 1/17
Blu-Ray 2/22
MovieRental 1/24
Lamp 3/23
MovieRental 7/25
Shoes 2/10
Phone 9/12
Phone 6/9
Blu-Ray 8/14
Phone 7/19
Blu-Ray 9/25
MovieRental 7/5
MovieRental 10/20
MovieRental 9/9
Textbook 2/23
MovieRental 10/13
Textbook 4/4
MovieRental 3/8
Textbook 9/11
Song 7/7
Textbook 10/7
Shoes 1/21
MovieRental 2/24
Textbook 6/11
Song 2/11
MovieRental 1/18
Phone 9/16
Blu-Ray 11/23
Phone 4/16
Phone 1/2
Lamp 6/7
Phone 6/18
Song 7/9
MovieRental 4/21
Blu-Ray 10/5
MovieRental 5/14
Shoes 3/3
Lamp 12/23
Phone 4/19
Textbook 1/5
Shoes 3/18
Shoes 11/22
Blu-Ray 10/25
Phone 6/13
Song 12/13
Textbook 1/4
Lamp 2/10
Lamp 8/19
MovieRental 4/21
Textbook 7/3
Textbook 2/3
MovieRental 6/15
Song 9/23
Lamp 10/1
Lamp 3/15
MovieRental 9/20
Textbook 10/17
Blu-Ray 7/6
MovieRental 7/1
Phone 11/3
Phone 3/17
Song 2/23
Textbook 10/5
Textbook 10/15
Blu-Ray 9/4
Shoes 10/6
Phone 2/6
Lamp 1/21
Song 4/25
Phone 6/13
MovieRental 11/5
Song 10/4
Lamp 2/13
Shoes 10/15
Shoes 5/20
Textbook 6/18
