ClientId: 1037
Phone 12/7
Shoes 2/14
Lamp 3/1
Shoes 5/2
Blu-Ray 3/16
Song 8/13
MovieRental 3/4
MovieRental 1/18
Textbook 2/17
Blu-Ray 10/19
Blu-Ray 4/23
Phone 10/7
Shoes 10/2
Lamp 8/1
Blu-Ray 9/4
Song 4/18
Shoes 10/17
Shoes 7/25
Song 5/21
Phone 3/23
MovieRental 5/20
Blu-Ray 2/13
Textbook 9/12
Blu-Ray 5/23
MovieRental 2/17
Textbook 2/18
Phone 8/16
MovieRental 1/20
Lamp 4/23
Blu-Ray 7/24
Textbook 4/4
MovieRental 1/8
Textbook 9/3
Lamp 2/7
Song 10/7
Textbook 12/16
Textbook 11/7
Blu-Ray 11/12
Lamp 5/16
Textbook 6/18
Blu-Ray 3/23
Song 10/1
Blu-Ray 4/8
Textbook 1/26
Blu-Ray 7/20
MovieRental 7/5
Phone 10/14
Phone 4/2
MovieRental 10/24
MovieRental 7/19
Shoes 4/23
Lamp 6/15
Lamp 6/6
Lamp 3/4
Shoes 11/10
Textbook 9/24
Blu-Ray 6/19
Shoes 9/23
Phone 7/22
MovieRental 11/20
Lamp 5/12
Blu-Ray 8/11
Shoes 12/7
Textbook 2/8
Song 4/11
Phone 2/4
MovieRental 3/3
Blu-Ray 12/1
MovieRental 12/13
MovieRental 4/10
Shoes 6/23
Phone 5/22
Phone 5/8
Song 3/23
Phone 5/4
Textbook 8/9
Shoes 4/8
Song 2/23
Phone 1/10
Phone 9/6
Lamp 2/21
MovieRental 7/13
Lamp 4/2
Phone 5/13
Lamp 6/3
Song 12/23
Blu-Ray 5/19
Textbook 9/16
Lamp 8/2
Phone 10/11
Textbook 6/19
Blu-Ray 6/18
Lamp 9/4
Phone 10/2
Lamp 4/18
Song 10/15
Song 5/25
Lamp 4/12
Lamp 8/13
Lamp 12/3
Lamp 3/8
Blu-Ray 12/10
Phone 4/3
MovieRental 2/16
Lamp 11/14
Shoes 4/23
Blu-Ray 1/17
Textbook 11/23
Blu-Ray 5/1
Phone 4/16
