ClientId: 1027
Textbook 5/5
MovieRental 7/3
MovieRental 5/26
MovieRental 4/26
Textbook 2/16
MovieRental 12/23
Lamp 2/15
Phone 7/21
Phone 9/18
Phone 7/10
Phone 8/3
Lamp 7/17
MovieRental 2/5
Blu-Ray 9/5
Phone 2/13
Shoes 7/1
Lamp 9/13
Phone 1/15
Song 11/22
Lamp 5/2
Blu-Ray 6/3
Phone 1/10
Textbook 3/16
Song 5/2
Shoes 11/4
Blu-Ray 5/18
Textbook 2/13
Blu-Ray 11/19
Shoes 7/12
MovieRental 2/9
Lamp 4/3
Blu-Ray 10/16
Shoes 3/26
Lamp 3/25
Lamp 2/14
Shoes 6/26
Song 4/1
Shoes 12/21
Textbook 12/17
MovieRental 6/20
Textbook 6/15
Phone 12/25
Shoes 6/19
Song 10/19
Blu-Ray 8/3
Lamp 2/11
Phone 1/26
Shoes 2/18
Shoes 9/24
Blu-Ray 12/23
Textbook 6/3
Song 7/23
MovieRental 9/18
Textbook 6/17
MovieRental 6/12
Phone 1/5
Lamp 9/10
Textbook 2/10
Song 11/13
Textbook 3/19
Phone 10/3
Song 6/24
MovieRental 7/19
Lamp 8/23
Phone 12/25
Textbook 8/9
Lamp 8/17
Shoes 3/19
Blu-Ray 1/7
Shoes 10/24
Shoes 7/7
Lamp 4/17
Blu-Ray 4/21
Shoes 9/4
Shoes 5/3
Lamp 10/14
Blu-Ray 3/23
MovieRental 12/25
Phone 3/19
Phone 5/16
Lamp 10/5
Lamp 2/1
Lamp 5/11
Blu-Ray 2/16
MovieRental 9/14
Song 4/11
Lamp 12/12
Blu-Ray 2/4
Song 6/16
Textbook 2/19
Shoes 3/26
Lamp 11/24
Lamp 8/7
Lamp 5/11
Lamp 4/16
Phone 2/10
Shoes 8/25
Shoes 2/4
Blu-Ray 11/9
Lamp 2/5
Lamp 7/12
Shoes 7/3
Lamp 10/20
Lamp 3/25
Song 4/13
Song 2/6
Blu-Ray 4/5
Blu-Ray 12/3
Shoes 8/9
Phone 3/19
Blu-Ray 1/18
Textbook 2/23
Textbook 3/2
Shoes 7/23
Lamp 4/20
Song 1/21
Blu-Ray 10/25
Song 11/13
Textbook 5/21
Lamp 1/4
Shoes 11/17
Song 11/23
Textbook 12/9
Phone 2/2
Song 2/6
Song 7/7
Blu-Ray 7/14
Shoes 10/20
Lamp 3/4
Lamp 9/16
Shoes 12/12
Blu-Ray 12/3
Phone 8/14
MovieRental 10/1
Song 3/18
Song 6/24
Lamp 5/12
Song 7/1
Phone 11/2
Lamp 7/14
Song 1/25
Song 7/21
Phone 7/20
Phone 3/1
Blu-Ray 2/21
Lamp 10/20
Lamp 6/24
Lamp 12/26
Lamp 6/7
Textbook 9/2
Song 12/16
Phone 2/10
Lamp 4/15
Shoes 10/14
Blu-Ray 4/20
Textbook 1/6
Shoes 2/6
Phone 5/1
Phone 3/1
Blu-Ray 10/13
MovieRental 12/1
Lamp 4/15
Lamp 2/13
Blu-Ray 4/23
Blu-Ray 7/2
Lamp 11/12
Song 8/22
Blu-Ray 4/1
Blu-Ray 8/25
Phone 11/7
Lamp 11/21
Song 4/25
Lamp 12/15
Shoes 5/8
MovieRental 9/2
Blu-Ray 10/20
Song 8/25
Song 4/22
Textbook 7/6
Song 12/18
Phone 6/15
Shoes 8/1
Lamp 3/5
Song 5/25
Blu-Ray 5/5
Song 7/4
Textbook 11/19
Blu-Ray 3/4
Phone 10/23
MovieRental 2/16
Textbook 2/3
Phone 12/1
Lamp 3/26
Lamp 12/19
Song 5/21
Phone 11/19
MovieRental 4/14
MovieRental 7/21
Blu-Ray 3/14
MovieRental 3/9
Song 9/13
Textbook 7/19
Phone 7/14
Shoes 2/16
MovieRental 4/20
Textbook 12/21
Phone 3/14
Blu-Ray 9/18
Song 8/5
Phone 9/20
Textbook 12/11
Lamp 5/1
Shoes 11/7
Lamp 8/14
Phone 4/18
Song 3/5
Song 1/9
Song 1/22
Lamp 4/1
MovieRental 12/12
Song 9/26
Blu-Ray 2/24
MovieRental 10/4
Phone 3/19
Lamp 6/18
Lamp 1/26
Shoes 10/16
Song 4/19
MovieRental 3/7
Shoes 8/3
Lamp 6/26
MovieRental 2/11
Blu-Ray 7/1
MovieRental 7/11
MovieRental 12/5
Blu-Ray 10/11
MovieRental 1/8
Shoes 4/17
Blu-Ray 1/26
Shoes 3/14
Phone 4/14
MovieRental 5/8
MovieRental 12/12
Song 2/9
MovieRental 12/20
MovieRental 3/18
Shoes 8/24
MovieRental 2/3
Song 8/22
Phone 2/13
Shoes 11/9
Lamp 5/11
Phone 3/12
Song 9/18
MovieRental 4/1
Shoes 2/2
Shoes 3/23
Song 7/9
Shoes 9/8
Song 4/23
Song 8/18
Phone 9/22
Phone 6/13
Shoes 1/12
Blu-Ray 3/26
Shoes 11/19
Textbook 9/15
Shoes 8/15
Phone 7/20
Song 2/6
Lamp 11/8
Lamp 11/18
Blu-Ray 5/17
Lamp 4/10
Shoes 7/7
Textbook 8/21
Song 4/9
Lamp 7/12
Textbook 7/3
Textbook 7/6
Shoes 4/20
Lamp 8/20
MovieRental 9/23
Blu-Ray 2/3
Blu-Ray 5/15
Lamp 8/17
Lamp 5/14
Textbook 7/18
Lamp 6/16
Textbook 5/10
Textbook 12/6
Song 2/17
Lamp 12/15
Lamp 11/23
Textbook 7/23
