ClientId: 1023
Lamp 5/13
Lamp 3/22
Lamp 5/21
Phone 1/3
Lamp 5/11
Shoes 6/26
MovieRental 10/4
Lamp 5/20
Song 10/22
Blu-Ray 9/4
Song 10/9
Shoes 12/2
MovieRental 2/16
MovieRental 5/26
Song 10/2
Textbook 2/23
Textbook 11/20
Shoes 5/12
Lamp 1/15
Phone 10/23
MovieRental 10/18
Blu-Ray 12/17
Textbook 8/18
Textbook 12/2
Phone 3/9
Phone 11/15
Lamp 8/14
Blu-Ray 9/8
MovieRental 5/19
Song 10/17
Textbook 3/1
Blu-Ray 3/8
Blu-Ray 11/12
Lamp 10/13
Textbook 9/1
Song 8/3
Textbook 12/17
MovieRental 12/19
Song 10/16
Phone 8/11
Blu-Ray 8/2
Textbook 2/6
Song 6/22
Song 6/22
Song 6/2
MovieRental 10/25
Song 9/16
Shoes 4/7
Phone 7/4
MovieRental 12/4
Song 11/18
Lamp 12/1
Shoes 3/19
Shoes 1/16
Lamp 3/7
Phone 11/11
Lamp 7/3
MovieRental 10/3
Blu-Ray 4/11
Song 4/3
Blu-Ray 10/12
Lamp 7/13
Lamp 5/8
Shoes 6/3
Phone 1/10
MovieRental 4/15
Blu-Ray 8/23
Shoes 7/21
Textbook 7/2
Phone 7/21
Textbook 10/11
Blu-Ray 10/7
Phone 9/16
Lamp 1/4
Textbook 10/14
Shoes 1/9
Lamp 11/2
Song 11/9
Blu-Ray 12/23
Song 8/24
Shoes 5/20
Blu-Ray 8/21
Blu-Ray 9/12
Textbook 8/2
Shoes 6/20
Textbook 12/13
Phone 9/11
Textbook 11/7
MovieRental 7/17
Blu-Ray 8/8
Blu-Ray 8/20
MovieRental 2/24
Song 6/15
Lamp 6/1
Blu-Ray 5/13
MovieRental 5/14
Textbook 10/19
Blu-Ray 10/5
Shoes 5/13
Song 12/3
Song 4/17
Phone 2/12
Phone 12/10
MovieRental 10/9
Blu-Ray 8/21
Lamp 10/14
Phone 12/20
Shoes 4/26
Lamp 6/20
Blu-Ray 11/24
Lamp 8/16
Lamp 8/25
Song 7/10
Song 2/12
MovieRental 7/18
Song 4/13
MovieRental 1/16
Phone 10/24
Song 2/7
Shoes 11/16
Textbook 11/8
Song 11/6
Song 2/15
Shoes 5/25
MovieRental 11/25
Lamp 11/3
Phone 4/2
Shoes 7/17
Textbook 5/6
Phone 10/19
Lamp 7/21
Shoes 5/8
Blu-Ray 12/10
Phone 10/8
Song 4/5
Blu-Ray 9/3
Shoes 1/11
Phone 6/10
Song 2/24
Blu-Ray 6/26
Song 7/25
Textbook 11/18
Phone 4/25
Lamp 7/22
Shoes 11/2
Song 1/1
