ClientId: 1007
Lamp 5/7
Blu-Ray 1/23
Shoes 12/12
Blu-Ray 7/19
Textbook 6/1
Lamp 7/12
MovieRental 4/1
Shoes 9/23
Lamp 4/4
Song 4/4
Lamp 2/16
Song 5/12
Song 5/23
Song 6/19
Blu-Ray 8/21
Lamp 11/12
Shoes 11/21
Lamp 2/22
Shoes 9/16
Textbook 10/21
Shoes 1/16
Shoes 7/22
Textbook 9/12
MovieRental 2/1
Shoes 1/18
MovieRental 9/1
Song 6/9
Phone 10/1
MovieRental 5/22
Phone 11/11
Shoes 2/11
Shoes 7/16
Shoes 7/16
Lamp 5/13
Shoes 3/23
Blu-Ray 8/24
Song 8/2
MovieRental 3/4
Shoes 6/15
Textbook 1/21
Song 6/7
Textbook 7/4
Blu-Ray 11/11
Shoes 8/9
Phone 7/7
Shoes 5/22
MovieRental 12/9
Textbook 4/24
Blu-Ray 10/3
Shoes 1/1
Textbook 5/12
Song 10/8
Blu-Ray 7/19
Textbook 8/18
Lamp 9/24
MovieRental 9/18
Phone 3/4
Song 1/9
MovieRental 12/26
Song 9/21
Lamp 6/9
Song 2/5
Lamp 1/26
Blu-Ray 4/5
Blu-Ray 11/14
Phone 2/17
Song 10/16
Phone 12/12
Textbook 2/21
Phone 1/10
Blu-Ray 7/22
MovieRental 11/17
Song 12/11
Textbook 6/11
Shoes 12/22
Textbook 9/4
Song 11/10
Blu-Ray 11/22
Blu-Ray 12/12
Blu-Ray 4/22
Textbook 1/13
MovieRental 3/23
Shoes 11/7
MovieRental 2/9
Textbook 12/25
Phone 10/3
MovieRental 10/9
Textbook 11/17
Song 12/17
Lamp 10/24
MovieRental 3/23
Lamp 3/1
Song 10/7
Song 5/15
Blu-Ray 4/25
Shoes 2/26
Song 4/11
Textbook 12/24
Phone 10/19
Blu-Ray 4/12
Phone 9/20
Lamp 6/4
Blu-Ray 3/1
MovieRental 4/21
Phone 7/10
Shoes 2/5
MovieRental 4/11
Lamp 4/14
Phone 4/4
Song 2/6
Song 1/26
Lamp 4/15
Shoes 7/4
MovieRental 1/4
Song 10/23
Song 11/15
Textbook 12/3
MovieRental 5/11
Lamp 5/7
MovieRental 12/22
Textbook 8/23
Blu-Ray 7/5
Lamp 10/19
Textbook 9/4
Textbook 10/23
Shoes 4/17
Song 11/19
MovieRental 6/6
MovieRental 2/19
Lamp 3/3
Blu-Ray 9/10
Lamp 6/15
Shoes 9/8
Lamp 1/9
Lamp 3/24
MovieRental 7/4
Phone 2/16
Blu-Ray 6/7
Blu-Ray 6/17
Lamp 5/10
MovieRental 12/22
Shoes 12/3
Lamp 1/7
Song 3/18
Blu-Ray 4/5
MovieRental 2/2
Textbook 8/15
Blu-Ray 9/13
Song 7/13
Shoes 8/7
Song 5/15
Song 3/1
Song 9/8
Song 5/1
Blu-Ray 3/8
Song 4/13
MovieRental 1/1
Phone 11/9
Song 7/1
Blu-Ray 4/8
Phone 1/16
Shoes 8/14
Textbook 4/10
MovieRental 3/20
Blu-Ray 5/17
Shoes 8/2
Shoes 10/7
Blu-Ray 9/2
Textbook 1/5
MovieRental 2/20
Textbook 11/25
Shoes 4/7
Lamp 12/5
Blu-Ray 7/12
Song 4/15
Textbook 2/18
Blu-Ray 4/14
Lamp 10/25
Shoes 7/21
Textbook 9/14
Textbook 12/20
MovieRental 5/8
Song 10/10
Textbook 8/20
Blu-Ray 4/16
MovieRental 10/6
Shoes 4/15
Blu-Ray 10/19
Blu-Ray 1/7
MovieRental 1/21
Phone 11/21
Blu-Ray 7/23
Lamp 6/16
Phone 7/12
MovieRental 7/22
Song 7/5
Shoes 6/17
Shoes 5/18
MovieRental 1/23
Shoes 1/21
MovieRental 12/21
Song 10/6
Phone 4/7
Song 1/17
Textbook 12/14
MovieRental 11/12
Song 9/8
Lamp 12/24
Blu-Ray 12/3
Blu-Ray 9/23
Blu-Ray 9/4
Phone 9/21
Textbook 12/13
Blu-Ray 6/7
Shoes 5/2
Phone 8/5
Phone 2/11
Shoes 1/5
Textbook 6/8
Song 9/11
Textbook 7/16
Shoes 11/25
Blu-Ray 4/24
Lamp 11/3
Textbook 3/18
Textbook 6/22
Lamp 9/20
Shoes 3/9
Lamp 4/15
Lamp 5/26
Phone 11/11
Phone 8/2
Shoes 3/4
Blu-Ray 11/20
Song 3/7
Textbook 12/1
Textbook 7/6
Shoes 10/12
MovieRental 4/14
MovieRental 6/22
MovieRental 10/16
Lamp 3/2
Shoes 4/18
Lamp 6/11
Shoes 2/1
Shoes 4/4
Blu-Ray 10/20
Textbook 11/10
Blu-Ray 2/17
Lamp 2/5
Textbook 1/1
MovieRental 3/4
Textbook 10/6
Shoes 5/2
Lamp 9/19
Song 5/7
Textbook 2/15
Shoes 3/22
Blu-Ray 12/24
Song 1/1
Phone 10/9
Blu-Ray 11/14
Phone 4/22
Phone 5/12
Blu-Ray 10/12
MovieRental 4/9
Shoes 9/2
Shoes 9/2
