ClientId: 1017
Textbook 9/9
Song 12/7
Song 9/23
Phone 1/10
Lamp 1/13
Shoes 7/12
Lamp 6/25
MovieRental 8/5
MovieRental 1/20
Lamp 7/15
Lamp 4/9
Song 5/15
Blu-Ray 5/19
Shoes 3/12
Phone 10/14
MovieRental 2/4
Shoes 12/24
Lamp 6/19
Textbook 5/12
Blu-Ray 2/20
Blu-Ray 9/11
MovieRental 8/2
Lamp 10/10
MovieRental 10/5
Blu-Ray 7/20
Shoes 8/9
Song 9/2
Phone 11/7
Lamp 5/19
Shoes 11/24
Phone 1/20
Textbook 12/26
MovieRental 1/3
Lamp 8/20
Song 4/11
Song 4/5
Phone 5/22
Lamp 7/23
Blu-Ray 7/17
Phone 1/26
Phone 1/17
Lamp 8/9
MovieRental 7/14
Lamp 11/18
Song 2/22
Shoes 8/10
Blu-Ray 3/3
Phone 4/21
Shoes 10/7
Song 7/8
Phone 2/2
MovieRental 1/2
Song 5/5
Song 6/3
Lamp 12/11
Shoes 1/10
Lamp 5/13
Textbook 12/20
Blu-Ray 9/3
Lamp 11/22
Shoes 11/6
Blu-Ray 12/23
Song 2/19
Blu-Ray 5/2
Lamp 2/14
MovieRental 9/3
Textbook 5/5
Textbook 5/26
MovieRental 8/2
Textbook 10/11
Blu-Ray 12/19
Blu-Ray 5/12
Blu-Ray 8/14
Textbook 10/23
Phone 11/13
Textbook 10/22
Song 3/12
Phone 12/21
Blu-Ray 7/15
Song 11/14
Lamp 8/6
Lamp 8/4
Blu-Ray 6/14
Phone 11/3
Shoes 7/21
Lamp 1/9
Song 8/1
Song 1/18
Phone 1/4
Blu-Ray 7/10
MovieRental 7/26
Lamp 8/10
Phone 6/10
Phone 1/3
Blu-Ray 8/4
Blu-Ray 6/11
Blu-Ray 11/23
Song 8/10
Shoes 11/26
Textbook 7/24
Lamp 7/7
MovieRental 12/21
Song 10/22
Blu-Ray 7/23
Song 3/6
MovieRental 12/11
MovieRental 2/4
Phone 5/5
Textbook 3/7
Lamp 9/21
MovieRental 10/21
MovieRental 12/8
Shoes 12/16
Blu-Ray 4/11
MovieRental 5/17
Phone 4/22
Phone 10/5
Blu-Ray 4/21
Song 11/13
Song 5/4
Phone 9/8
Textbook 4/7
Blu-Ray 11/15
Phone 8/11
Phone 2/24
MovieRental 10/22
Phone 8/14
Blu-Ray 6/9
Lamp 1/2
Lamp 5/16
Textbook 11/20
Blu-Ray 6/8
Phone 11/21
Song 5/10
MovieRental 5/18
